-0.122201465,0.039563917,0.894946575,
-0.119179860,0.136351734,1.031596065,
-0.120351784,0.089654289,0.929464221,
-0.085446492,0.139665678,1.032778025,
-0.000252079,0.040897649,0.633168042,
-0.063761428,0.077434026,0.942709208,
-0.073721088,0.094188735,0.849850059,
0.077876844,0.025288582,0.515013635,
-0.130672723,0.119876221,0.971231043,
0.073050216,0.053597435,0.629535675,
-0.061937753,0.139142618,0.959530830,
-0.072748177,0.084806666,0.974179804,
-0.004615237,0.070419289,0.649581611,
-0.085040927,0.131373852,1.039005995,
-0.119964108,0.015807508,0.869912982,
0.005135163,0.059834231,0.615710258,
-0.001052968,0.062857732,0.617482007,
-0.117895894,0.169345841,1.010237813,
-0.058689788,0.132813320,0.980020761,
-0.122106552,0.146787196,1.008577585,
-0.100913361,0.179521039,1.005239606,
0.071460865,0.029887229,0.470649689,
0.001245946,0.074853785,0.624843478,
-0.106586501,0.128460124,1.012772322,
-0.109248728,0.060204450,0.852761626,
-0.156830847,0.171369001,0.990016937,
-0.073410369,0.123602830,1.033744216,
-0.053077478,0.119305156,1.031122446,
-0.062948339,0.109621800,0.963421762,
-0.088137433,0.156661719,1.006350517,
-0.086338930,0.151087135,1.011340499,
0.014957073,0.059004202,0.628542423,
-0.120834470,0.129267350,0.973340929,
-0.130582467,0.133829504,0.979941845,
-0.110334620,0.039603364,0.906790674,
-0.127803817,0.158986017,1.004722595,
0.066228993,0.041595597,0.533018351,
-0.085531890,0.143209398,1.011304736,
-0.122379191,0.008098789,0.822454929,
-0.130372703,0.171973079,1.007813096,
-0.139807656,0.175353840,1.001293302,
-0.094443813,0.122467794,0.979511023,
-0.156816825,0.155169949,0.977949023,
-0.145533532,0.143349707,0.988766491,
-0.107849292,0.096194625,0.520481527,
-0.063081235,0.111578934,0.979512870,
-0.125235125,0.134313539,0.999497354,
-0.078019507,-0.042213298,0.571166992,
-0.143115819,0.142974749,0.975038588,
-0.121208176,0.174701989,1.036896825,
-0.108190924,0.097120151,0.526504278,
-0.097555548,0.100156233,0.505342126,
-0.120227516,0.171477348,1.020368218,
-0.102575146,0.094411612,0.502335846,
-0.152536944,0.089412458,0.728732169,
-0.066432856,0.132442936,0.717277408,
-0.076615982,0.132283047,1.055243969,
-0.159477621,0.158183977,0.967272937,
-0.111995108,0.132544756,1.012578845,
0.080222636,0.020461842,0.407029688,
-0.035165180,0.124598041,0.605153561,
-0.133392304,-0.004364117,0.875665963,
-0.135918364,0.124433301,1.016640425,
0.001576885,0.089047052,0.615849495,
-0.090284705,0.148115531,1.000857711,
0.072564326,0.021771694,0.398467392,
-0.110821523,0.102434419,0.951676607,
0.002078345,0.087864786,0.609726131,
-0.095565274,0.178493217,1.013553977,
-0.104911089,0.185090899,1.035403490,
-0.147600889,0.168259189,1.005359292,
0.059286419,0.038103119,0.482642323,
