0.021451268,0.082403354,0.483704627,
0.016634718,-0.013487980,0.329906434,
-0.092720270,0.170354009,1.004859924,
-0.143930927,0.014753371,0.744497776,
-0.005285372,-0.068900429,0.836878300,
-0.006378968,0.081025355,0.360131234,
0.050555609,0.015613983,0.288366497,
0.022943024,0.013119033,0.414857596,
-0.101252519,0.018698182,0.724226475,
0.083598331,-0.007675677,0.721693099,
-0.010441232,-0.014496549,0.573014736,
-0.063760228,0.114438534,0.495061606,
-0.002576569,-0.022321794,0.414050549,
-0.123027034,0.059788711,0.776437998,
0.051361028,0.070742890,0.333308548,
0.043027099,-0.021120874,1.081316948,
-0.036336545,0.021932397,0.677219570,
0.017666481,-0.004599190,0.401622444,
0.026656199,-0.016081177,0.361225724,
0.050869245,0.136500552,0.803544283,
0.063691385,0.058020256,0.305457532,
0.019470513,0.066949733,0.298208326,
0.045271028,0.063307978,0.302858919,
0.007626546,0.084257469,0.396007419,
0.026921609,0.069604918,0.436997801,
0.046243750,0.069703706,0.487790823,
-0.045235161,-0.007077361,0.648520112,
0.069725484,0.065104917,0.541375339,
0.032258280,0.025153948,0.379772246,
0.060959011,-0.004898341,0.442389607,
-0.115036309,0.125541121,0.970798194,
0.043659192,0.005630720,0.292790055,
-0.107773870,0.105591454,0.912579000,
0.007438776,-0.015881252,0.557411909,
0.024629777,0.027770506,0.381303400,
0.064529002,0.018133644,0.421214730,
0.044120293,-0.038874894,0.443844736,
0.053400222,-0.022589954,0.433419347,
0.057816863,-0.050865427,0.711770236,
0.056052681,0.051027808,0.478609711,
0.038673244,-0.017539827,0.490642548,
0.030966807,-0.034870040,0.487720013,
0.051078610,0.002768385,0.819287956,
0.016740430,0.067950197,0.294528425,
0.026570287,0.090159282,0.516758561,
-0.023156615,-0.048007481,0.622830927,
0.026563551,0.090150990,0.517179966,
0.077742703,0.167165428,0.884651661,
0.054165043,-0.060287043,0.712647140,
-0.013119723,0.086528741,0.364882916,
-0.031598806,0.082140006,0.354694933,
0.077264048,-0.005914520,0.701335371,
0.032205287,0.067103013,0.399681658,
-0.243402421,-0.157179981,1.970517278,
